aspect,description,sentiment
sort,pretty solid,0.125
player,insane,-1.0
exit,new,0.13636363636363635
break,well decent,0.16666666666666666
perform,current,0.0
campaign,excitable,0.0
order,pre,0.0
history,clean,0.3666666666666667
people,unburned,0.0
solo,fun,0.3
franchise,good,0.7
gunplay,compare,0.0
mission,complete,0.1
90fps,constant,0.0
pawn,terrible,-1.0
spray,entire,0.0
release,right worth,0.2928571428571428
round,lower,0.0
gust,medium,0.0
gun,good,0.7
aim,enough stupid,-0.39999999999999997
optimisation,bad,-0.6999999999999998
project,steep,0.0
market,occasional,0.0
gameplay,fast,0.2
week,honestly worth,0.3
half,short,0.0
kind,bad,-0.6999999999999998
company,half,-0.16666666666666666
bag,really good,0.7
player,sure,0.5
mode,massive,0.0
cod,wirklich,0.0
friend,great,0.8
law,pretty fun,0.275
game,new,0.13636363636363635
game,bad,-0.6999999999999998
singer,horrible,-1.0
date,visual,0.0
camp,little,-0.1875
distance,close,0.0
friend,short,0.0
cod,good,0.7
people,double,0.0
system,retarded,-0.8
friend,hot,0.25
secondhard,complete,0.1
point,endemic,0.0
autismos,second,0.0
tag,worth,0.3
animation,frozen,0.0
update,last,0.0
cod,good,0.7
people,good,0.7
account,plenty,0.0
reason,extra,0.0
successor,old,0.1
support,live,0.13636363636363635
corner,much,0.2
hardware,last,0.0
issue,big,0.0
disconnection,maybe minor,-0.05
sleep,modern,0.2
work,modern,0.2
paste,actually apart fun,0.15
people,next,0.0
campaign,sorry,-0.5
student,free,0.4
guy,single,-0.07142857142857142
map,nice,0.6
gun,specific,0.0
player,visible,0.0
min,worth,0.3
relaxing,long distressful,-0.05
voice,nice,0.6
highway,main,0.16666666666666666
time,solid,0.0
bag,currently enjoyable,0.5
army,real,0.2
rank,hard,-0.2916666666666667
pawn,decent,0.16666666666666666
recycle,previous,-0.16666666666666666
garage,unfinished,0.0
war,obsolete,0.0
bag,champ,0.0
player,fine,0.4166666666666667
people,constant,0.0
franchise,much,0.2
player,free,0.4
autotracke,round,-0.2
choice,long,-0.05
audience,cheap,0.4
man,complete,0.1
grind,muuito,0.0
intuition,total,0.0
pirate,pro,0.0
rifle,completely general,0.05000000000000002
guy,right,0.2857142857142857
tactic,amazing,0.6000000000000001
time,big,0.0
campaign,worth,0.3
review,fun,0.3
addition,good,0.7
shit,fucking,-0.6
fun,modern,0.2
optimize,bad,-0.6999999999999998
crash,entire,0.0
mission,different,0.0
mode,terrible,-1.0
skin,minor,-0.05
copy,weird,-0.5
singer,less viable,-0.16666666666666666
people,stupid,-0.7999999999999999
people,short,0.0
issue,hard,-0.2916666666666667
nation,grand,0.5
fun,random,-0.5
community,nice,0.6
memory,unlimited,0.0
screen,awful,-1.0
steam,interested,0.25
application,nice,0.6
system,properly flush,0.0
punish,objective,0.0
clash,myriad,0.0
state,constantly overall,0.0
immersion,due,-0.125
ardor,sure,0.5
player,graphic,0.0
text,least,-0.3
way,last,0.0
rook,matchmaker,0.0
driver,twice shy,-0.5
point,silly,-0.5
connection,solid,0.0
troubleshooting,validate,0.0
clash,actually hilarious,0.5
win,daily,0.0
boy,crossly disabled,-0.2
fun,overall,0.0
support,instal,0.0
30fps,bad,-0.6999999999999998
vanguard,cold,-0.6
fun,tactical,0.0
make,amazing,0.6000000000000001
library,black,-0.16666666666666666
issue,sure,0.5
shame,great,0.8
game,stable,0.0
number,funny,0.25
claim,funny,0.25
time,single,-0.07142857142857142
frame,dead,-0.2
campaign,right,0.2857142857142857
week,major,0.0625
camp,especially orient,0.0
exclude,fine,0.4166666666666667
weapon,whole,0.2
change,new,0.13636363636363635
map,empty,-0.1
reward,cool,0.35
gun,good,0.7
people,good,0.7
experience,disable,0.0
battlefield,first,0.25
map,great,0.8
batch,awful,-1.0
process,whole,0.2
map,crazy,-0.6
stitch,terrible,-1.0
issue,good,0.7
point,bad,-0.6999999999999998
campaign,least decent,-0.06666666666666667
mode,keybind,0.0
win,genuinely good,0.7
selection,generous,0.0
thing,actually nuts,0.0
player,former,0.0
think,crazy,-0.6
cod,play,0.0
issue,exclusive,0.0
gun,good,0.7
crash,worth,0.3
friend,fun,0.3
boy,right,0.2857142857142857
time,low,0.0
friend,mute,0.0
utf,still garbageand,0.0
enemy,tacsprint,0.0
buy,worth,0.3
friend,fit,0.4
santa,technical,0.0
people,last,0.0
time,orchard,0.0
freeze,second,0.0
word,next,0.0
release,sure,0.5
singer,vertically cool,0.35
good,next,0.0
crash,next,0.0
convolute,bad,-0.6999999999999998
use,cool,0.35
point,good,0.7
people,nice,0.6
cod,bad,-0.6999999999999998
cord,good,0.7
multiplayer,amazing,0.6000000000000001
map,open,0.0
menu,main,0.16666666666666666
show,primary,0.4
thing,new,0.13636363636363635
hope,mess,-0.175
story,good,0.7
controller,free,0.4
player,worth,0.3
duty,bad,-0.6999999999999998
menu,mid,0.0
tool,pathetic,-1.0
world,horrible,-1.0
force,scoreboard,0.0
point,even skilled,0.5
competition,competitive,0.0
competition,casual,-0.5000000000000001
op,full,0.35
ruin,wrong,-0.5
tool,real,0.2
player,fine,0.4166666666666667
issue,polished,0.0
content,free,0.4
day,pretty solid,0.125
gunplay,good,0.7
fulcrum,rode,0.0
city,subscribe,0.0
version,main,0.16666666666666666
war,far favorite,0.3
segment,silly,-0.5
multiplayer,also pretty good,0.475
issue,main,0.16666666666666666
crave,worth,0.3
cod,disappointed,-0.75
letdown,modern,0.2
gun,awesome,1.0
duty,quite possibly bad,-0.6999999999999998
idea,wrong,-0.5
end,normal,0.15
match,never close,0.0
ability,rely,0.0
corner,imaginable,0.0
amplify,slow,-0.30000000000000004
way,entire,0.0
span,enough,0.0
pawn,pretty common,-0.024999999999999994
fun,decent,0.16666666666666666
drop,simply fun,0.3
gap,long,-0.05
player,map,0.0
point,sticky,0.0
wall,bad,-0.6999999999999998
profit,hot,0.25
campaign,entire,0.0
section,next,0.0
player,inconsistent,0.0
campaign,little,-0.1875
realism,fun,0.3
fun,casual,-0.5000000000000001
matchmaking,absolute,0.2
competition,absolutely insane,-1.0
stuff,great,0.8
multiplayer,decent,0.16666666666666666
chest,still alive,0.1
rank,oversized,0.0
sight,decent,0.16666666666666666
crash,much,0.2
shoot,goodtaraq,0.0
bsshotgun,pretty annoying,-0.275
diarrhoea,modern,0.2
problem,much,0.2
possibility,big,0.0
op,bad,-0.6999999999999998
pursue,public,0.0
thing,past,-0.25
team,entire,0.0
body,blank,0.0
friend,good,0.7
launch,eventually solid,0.0
improve,massive,0.0
movement,enough,0.0
shell,excited,0.375
review,annoying,-0.8
enemy,much less,-0.16666666666666666
issue,solid,0.0
multiplayer,technical,0.0
report,triple,0.0
inability,first,0.25
watch,first,0.25
issue,severe,0.0
advice,defective,0.0
menu,old,0.1
op,random,-0.5
multiplayer,damn,0.0
driver,late,-0.3
matter,anticheat,0.0
purchase,actually payable,0.0
reward,stable,0.0
core,hard,-0.2916666666666667
boot,impossible,-0.6666666666666666
competitor,similar,0.0
update,worth,0.3
party,high,0.16
computer,low,0.0
release,terminal,0.0
trouble,many,0.5
release,good,0.7
family,certain,0.21428571428571427
weapon,first,0.25
people,accessible,0.375
action,live,0.13636363636363635
ghost,movable,0.0
lot,quick,0.3333333333333333
caper,good,0.7
shoot,viable,0.0
experience,realistic,0.16666666666666666
release,late,-0.3
campaign,strange,-0.05
give,honestly first,0.25
thing,keybind,0.0
version,free,0.4
dogshit,old,0.1
prestige,boring,-1.0
break,easy,0.43333333333333335
cod,outright bad,-0.6999999999999998
kill,base,-0.8
ass,entire,0.0
experience,boring,-1.0
state,current,0.0
give,bad,-0.6999999999999998
gun,bland,-0.16666666666666666
cod,fun,0.3
leader,hot,0.25
franchise,decent,0.16666666666666666
player,single,-0.07142857142857142
campaign,whole,0.2
assist,well,0.0
issue,last,0.0
campaign,good,0.7
stitch,main,0.16666666666666666
computer,balanced,0.0
law,horrendous,0.0
people,bad,-0.6999999999999998
thing,pretty big,0.125
dog,advanced,0.4
time,complete,0.1
voice,disgusting,-1.0
game,past,-0.25
mode,last,0.0
play,first,0.25
title,triple,0.0
recoil,awful,-1.0
hardware,black,-0.16666666666666666
system,artificially manipulate,-0.6
system,needlessly high,0.16
gun,fucking,-0.6
franchise,complete,0.1
content,robust,0.0
system,tedious,-0.5
intention,different,0.0
mode,single,-0.07142857142857142
time,short,0.0
studio,unfinished,0.0
system,horrible,-1.0
steam,sure,0.5
camp,overall,0.0
thing,bad,-0.6999999999999998
process,literally close,0.0
menu,complete,0.1
dollar,triple,0.0
mode,classic,0.16666666666666666
crash,high,0.16
sense,interesting,0.5
level,good,0.7
issue,current,0.0
thing,damn,0.0
people,really bad,-0.6999999999999998
style,certain,0.21428571428571427
warfare,other,-0.125
people,new,0.13636363636363635
title,somehow bad,-0.6999999999999998
aspect,completely balanced,0.1
drive,sure,0.5
campaign,even enough,0.0
arm,optic,0.0
story,provide,0.0
issue,less,-0.16666666666666666
campaign,great,0.8
gun,different,0.0
cook,current,0.0
load,even open,0.0
company,unfinished,0.0
person,many,0.5
work,good,0.7
internet,right,0.2857142857142857
gameplay,great,0.8
issue,beta,0.0
issue,bad,-0.6999999999999998
campaign,good,0.7
mission,ironic,0.2
corner,single,-0.07142857142857142
crash,multiple,0.0
corner,single,-0.07142857142857142
thing,quiet,0.0
singer,open,0.0
peak,completely different,0.0
needless,unnecessary,-0.4
screen,ill,-0.5
copy,previous,-0.16666666666666666
crash,worth,0.3
screen,hard,-0.2916666666666667
title,unacceptable,0.0
shoot,close,0.0
thing,drivingprimary,0.0
thing,primary,0.4
mode,big,0.0
gun,bad,-0.6999999999999998
prisoner,queue,0.0
demon,full,0.35
life,super,0.3333333333333333
warinvasion,last,0.0
yearscampaign,well original,0.375
map,good,0.7
audience,next,0.0
reason,unfinished,0.0
company,payable,0.0
campaign,left,0.0
campaign,worth,0.3
lot,great,0.8
air,low,0.0
anna,mid,0.0
screen,consistent,0.25
default,fast,0.2
experience,insane,-1.0
driver,constant,0.0
release,dogshit,0.0
gun,fantastic,0.4
product,worth,0.3
content,well,0.0
gun,pitiful,0.0
community,long,-0.05
beta,apparent,0.05
community,downward,0.0
voice,awesome,1.0
weapon,fully automatic,0.0
people,barely audible,0.05
gun,previous,-0.16666666666666666
addition,interested,0.25
nothe,worthless,-0.8
match,past,-0.25
man,racial,0.0
war,modern,0.2
sale,wise,0.7
people,whine,0.0
action,many,0.5
experience,extremely bright,0.7000000000000001
engine,random,-0.5
player,boring,-1.0
mechanic,slow,-0.30000000000000004
realise,useful,0.3
diving,disable,0.0
focus,fresh,0.3
pacing,new,0.13636363636363635
frustration,inexperienced,-0.1
care,due,-0.125
fun,cool,0.35
game,round,-0.2
level,grind,0.0
problem,normal,0.15
note,actually fun,0.3
lot,great,0.8
thing,random,-0.5
word,pretty cool,0.3
armory,specific,0.0
section,exact,0.25
favor,clear,0.10000000000000002
game,optic,0.0
attachment,still fun,0.3
ass,full,0.35
card,plenty,0.0
camp,endless,-0.125
time,good,0.7
people,good,0.7
issue,high,0.16
fun,good,0.7
classic,likely,0.0
friend,needlessly complicated,-0.5
friend,available,0.4
moment,middle,0.0
hope,substantial,0.0
detail,overwhelmingly amazing,0.6000000000000001
u,good,0.7
experience,multiple,0.0
play,retarded,-0.8
fix,fucking,-0.6
compensation,much,0.2
card,graphic,0.0
waste,precious,0.5
call,actual,0.0
playing,private,0.0
realism,dogshit,0.0
people,endless,-0.125
pawn,impossible,-0.6666666666666666
garage,hot,0.25
sense,willing,0.25
min,last,0.0
hope,beg,0.0
mode,pure,0.21428571428571427
gunplay,almost painless,0.0
stutter,unlimited,0.0
review,delete,0.0
number,possible,0.0
matchmaking,certain,0.21428571428571427
game,even really good,0.7
amount,blank,0.0
challenge,first,0.25
camp,due,-0.125
border,good,0.7
blow,many,0.5
bureaucracy,typical,-0.16666666666666666
gun,next,0.0
platform,favorite,0.5
gun,unlocked,0.0
ward,really bad,-0.6999999999999998
gun,unlocked,0.0
anna,red,0.0
issue,pretty hard,-0.020833333333333343
people,easy,0.43333333333333335
part,honest,0.6
guy,pretty simple,0.125
sense,entire,0.0
example,far insecure,-0.2
sense,confident,0.5
shepherd,next,0.0
gun,open,0.0
threat,shepherd,0.0
request,due,-0.125
requirement,minimum,0.0
campaign,good,0.7
point,open,0.0
amount,other,-0.125
play,stable,0.0
category,different,0.0
fun,normal,0.15
people,many,0.5
gun,fairly balanced,0.7
tuning,extra,0.0
campaign,fun,0.3
gun,new,0.13636363636363635
fas,good,0.7
dweller,slightly average,-0.15
mode,decent,0.16666666666666666
crash,sad,-0.5
gameplay,great,0.8
matchmaking,always horrible,-1.0
love,good,0.7
mode,brilliant,0.9
surprise,much,0.2
jump,second,0.0
weapon,still unlocked,0.0
charge,miserable,-1.0
conduct,nigger,0.0
play,scott,0.0
row,lucky,0.3333333333333333
registersoverall,unplayable,-0.4
fact,realistic,0.16666666666666666
time,worth,0.3
resumegame,single,-0.07142857142857142
crash,safe,0.5
think,frosty,0.0
issue,small,-0.25
game,long,-0.05
waste,big,0.0
cub,bad,-0.6999999999999998
history,unreal,0.0
bag,many,0.5
meet,right,0.2857142857142857
headache,rough,-0.1
balance,good,0.7
mode,poor,-0.4
openbeta,back open,0.0
launch,bad,-0.6999999999999998
appeal,unauthorized,0.0
charge,outrageous,-1.0
market,other,-0.125
hawker,bad,-0.6999999999999998
campaign,also good,0.7
matchmaking,horrendous,0.0
caper,full,0.35
challenge,good,0.7
gold,least unlocked,-0.3
graphic,expectedoverall,0.0
thing,bad,-0.6999999999999998
grant,still really fun,0.3
stop,stupid,-0.7999999999999999
category,certain,0.21428571428571427
weapon,mean,-0.3125
crash,immediately first,0.25
sweat,right,0.2857142857142857
water,casual,-0.5000000000000001
people,complete,0.1
anna,awesome,1.0
player,reverse,0.0
luck,good,0.7
content,overall,0.0
notice,still full,0.35
crash,annoying,-0.8
game,good,0.7
steam,constant,0.0
good,much,0.2
racism,terrible,-1.0
player,single,-0.07142857142857142
figure,basic,0.0
limit,past,-0.25
beta,finished,0.0
gun,new,0.13636363636363635
enemy,almost impossible,-0.6666666666666666
map,terminal,0.0
camp,bad,-0.6999999999999998
start,able,0.5
report,painless,0.0
hope,future,0.0
update,good,0.7
cutis,enjoyable,0.5
concern,due,-0.125
duty,ridiculous,-0.3333333333333333
game,fully sanctioning,0.0
studio,single,-0.07142857142857142
lot,bad,-0.6999999999999998
campaign,polished,0.0
mw22022,rich,0.375
cart,russian,0.0
bottleneck,pp competitive,0.0
activision,less,-0.16666666666666666
money,new,0.13636363636363635
steam,bad,-0.6999999999999998
clash,good,0.7
love,great,0.8
class,tar,0.0
kiss,still orchard,0.0
driver,hot,0.25
controller,basically idle,0.0
controller,invisible,0.0
mode,main,0.16666666666666666
people,new,0.13636363636363635
neffer,daily,0.0
patch,resect,0.0
point,random,-0.5
match,much,0.2
enemy,next,0.0
tear,great,0.8
mode,bad,-0.6999999999999998
liquid,top,0.5
story,bad,-0.6999999999999998
friend,bad,-0.6999999999999998
rush,bad,-0.6999999999999998
gameplay,similar,0.0
line,solid,0.0
campaign,especially open,0.0
grind,long,-0.05
love,open,0.0
cream,especially cinematic,0.0
crash,right,0.2857142857142857
activision,bad,-0.6999999999999998
validity,fail,-0.5
mind,miss,0.0
bag,new,0.13636363636363635
issue,reinstate,0.0
disagreement,stupid,-0.7999999999999999
take,perfect,1.0
grand,paralyzed,0.0
content,new,0.13636363636363635
state,worth,0.3
process,different,0.0
system,casual,-0.5000000000000001
cod,modern,0.2
opinion,short,0.0
chest,typical,-0.16666666666666666
cord,much clear,0.10000000000000002
excuse,bad,-0.6999999999999998
mission,still great,0.8
campaign,hoof,0.0
afterthought,fun,0.3
change,neat,0.0
need,favorite,0.5
gold,top,0.5
anna,certain,0.21428571428571427
player,little,-0.1875
use,solid,0.0
call,clash,0.0
house,attic,0.0
floor,sure,0.5
compartment,back visible,0.0
force,bad,-0.6999999999999998
future,fun,0.3
superb,loud,0.1
quality,whole,0.2
team,hobby,0.0
win,purely fakeass,0.21428571428571427
level,well,0.0
case,shorter,0.0
singer,single,-0.07142857142857142
bullet,good,0.7
player,angry,-0.5
lock,red,0.0
weapon,unknown,-0.1
fuck,much,0.2
section,good,0.7
people,utmost,0.0
work,usual,-0.25
feature,modern,0.2
player,single,-0.07142857142857142
reason,happy,0.8
suck,bad,-0.6999999999999998
charge,even bad,-0.6999999999999998
screaming,old,0.1
bank,graphic,0.0
developer,unfinished,0.0
regulation,kind,0.6
session,mid,0.0
mele,blank,0.0
activision,finished,0.0
cod,progressively bad,-0.6999999999999998
experience,amazing,0.6000000000000001
multiplayer,pretty fun,0.275
campaign,awesome,1.0
crash,capable,0.2
audit,great,0.8
content,next,0.0
list,white,0.0
aspect,possible,0.0
thing,admindisable,0.0
people,least payable,-0.3
thing,different,0.0
update,recent,0.0
gameplay,solid,0.0
boy,infinite,0.0
run,unfinished,0.0
matchmake,random,-0.5
team,less,-0.16666666666666666
time,bad,-0.6999999999999998
warne,great,0.8
load,literal,0.0
system,utterly dogshit,0.0
break,fucking,-0.6
lobby,gastro,0.0
camp,great,0.8
map,new,0.13636363636363635
map,new,0.13636363636363635
mode,great,0.8
map,ever toxic,0.0
launch,double,0.0
work,really good,0.7
footstep,loud,0.1
footstep,loud,0.1
hopping,oft,0.0
money,worth,0.3
law,bad,-0.6999999999999998
map,excited,0.375
dollar,fun,0.3
characterscorner,good,0.7
base,graphic,0.0
streamer,casual,-0.5000000000000001
irritation,texture,0.0
warfare,select,0.0
enemy,tactical,0.0
elite,great,0.8
feature,warm,0.6
player,definitely worth,0.3
invert,white,0.0
review,ill,-0.5
crash,graphic,0.0
nationalize,free,0.4
kid,hard,-0.2916666666666667
campaign,first,0.25
map,new,0.13636363636363635
wish,pretty pathetic,-0.375
gun,fun,0.3
leg,rear,0.0
money,rewardcontent,0.0
patch,maybe good,0.7
player,able,0.5
reply,much,0.2
friend,frequent,0.1
reason,many,0.5
fail,complete,0.1
thing,basic,0.0
tell,good,0.7
controller,black,-0.16666666666666666
refuse,single,-0.07142857142857142
shit,flaming,0.0
developer,anti,0.0
campaign,amazing,0.6000000000000001
experience,almost unplayable,-0.4
challenge,frequent,0.1
title,high,0.16
player,bad,-0.6999999999999998
review,positive,0.22727272727272727
text,completely useless,-0.5
luck,good,0.7
care,max,0.0
redowloade,wast,0.0
clash,alone,0.0
wrist,rather slit,0.0
content,worth,0.3
fall,due,-0.125
amount,racial,0.0
feature,solid,0.0
stitch,graphic,0.0
fact,dumb,-0.375
match,next,0.0
people,objective,0.0
people,well polished,0.0
discommunication,many,0.5
stitch,enjoyable,0.5
review,early,0.1
ward,dead,-0.2
twitch,old,0.1
time,aged,-0.1
duty,hard,-0.2916666666666667
play,first,0.25
frame,massive,0.0
amount,correct,0.0
one,good,0.7
cell,second,0.0
lobby,unplayable,-0.4
bag,good,0.7
reason,whole,0.2
fix,different,0.0
fare,shorter,0.0
issue,beta,0.0
cod,big,0.0
freak,crouch,0.0
hamper,next,0.0
player,poor,-0.4
piece,current,0.0
rethinkchange,entirely little,-0.1875
fix,worth,0.3
content,definitely worth,0.3
battle,little,-0.1875
attribute,well,0.0
campaign,worth,0.3
campaign,bad,-0.6999999999999998
option,dead,-0.2
use,actually blue,0.0
map,previous,-0.16666666666666666
type,platino,0.0
permit,lead,0.0
experience,good,0.7
issue,less surprised,-0.033333333333333326
scope,far,0.1
soul,free,0.4
recommend,annoying,-0.8
survival,big,0.0
campaign,single,-0.07142857142857142
player,able,0.5
person,classic,0.16666666666666666
campaign,early,0.1
weapon,enjoyable,0.5
control,difficult,-0.5
